Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff (days),Issue Type,#Contributors,Priority
888476,roll clang again,"Tracking bug for the next Clang roll.

Previous roll: 880827

Want r342873 for issue 887464.

Want r342863 to remove ""hit!"" build spam.


rnk said he wants https://reviews.llvm.org/D52217 and https://reviews.llvm.org/D51664 in the next roll too, so maybe we want to wait for that.",21,9/24/2018,10/2/2018,8,Bug,5,3
890360,cs.chromium.org does not search Java .srcjars,"It's pretty reasonable that codesearch doesn't search within .srcjar files, and I think it'd be pretty easy to fix: Just extract the .srcjar into //out/Debug/gen somewhere.

We should do the same for annotation processor output.",3,9/29/2018,10/2/2018,3,Bug,5,3
891601,Remove [Custom] extended attribute for MessageEvent.data,"According to Yuki's comment[1], we might remove [Custom] extended attribute for MessageEvent.data. [Custom] is meant for the case that the bindings code generator doesn't meet the requirements of Web APIs, so that you can write your own bindings. Unless you really need, we SHOULD NOT use it.

[1] https://chromium-review.googlesource.com/c/chromium/src/+/1226774/4/third_party/blink/renderer/modules/payments/payment_method_change_event.h#45",5,10/3/2018,6/8/2019,248,Bug,3,3
892428,"Build Recipes Tester should test without patch, retry summary code paths","Currently, the Build Recipes Tester doesn't test all of the code paths in the chromium_trybot recipe. Specifically, it doesn't do much with patches, and their deapplication.

Right now, it runs with no patch. If any test fails (often due to flake), the led task throws an exception because of a failed assertion. This does potentially lead to more flake than necessary, since the build fails before it can run the tests without the patch.

It's unclear what patch, if any, the build should run with. Potentially we should just give it a no-op patch? I don't know if it'd make sense to do that, and I'm a bit worried about relying on a particular CL always being around.

Thoughts?",9,10/5/2018,10/31/2018,26,Bug,2,2
893397,CSS Animations: new names for steps() keywords,"https://github.com/w3c/csswg-drafts/issues/1680
https://drafts.csswg.org/css-easing/#step-timing-functions
<step-timing-function> = step-start | step-end | steps(<integer>[, <step-position>]?)
<step-position> = jump-start | jump-end | jump-none | jump-both | start | end

The jump-* names are new from the CSS Working Group's Berlin F2F in April 2018.",3,10/9/2018,6/7/2019,241,Feature,2,3
894616,Update to errorprone 2.3.3,https://github.com/google/error-prone/releases/tag/v2.3.2,14,10/12/2018,11/27/2019,411,Bug,5,3
898170,MDC roll is broken,"Compile error
https://uberchromegw.corp.google.com/i/internal.bling.main/builders/material-components-autoroller/builds/15134",2,10/24/2018,10/24/2018,0,Bug,3,1
901909,Reject updateUI call if Background Fetch event is out of scope,"The spec specifies the cases in which the event should be rejected:
https://wicg.github.io/background-fetch/#background-fetch-update-ui-event
6.7.1.1",2,11/6/2018,11/8/2018,2,Bug,1,3
903084,lots of tasks fail with GOMAERROR when using the externally-accessible goma backend,"I get lots of GOMAERROR tasks when using the externally-accessible goma backend: 1031 failed tasks for a content_shell build.

The response_header for these tasks says:

HTTP/1.1 502 Bad Gateway
Content-Type: text/html; charset=UTF-8
Referrer-Policy: no-referrer
Content-Length: 332
Date: Thu, 08 Nov 2018 08:22:57 GMT
Alt-Svc: clear

Using linux, near the tip of chromium master.",16,11/8/2018,11/16/2018,8,Bug,4,3
904636,Tryserver usage docs appear out of date,"https://www.chromium.org/developers/testing/try-server-usage

Specifies to use
> git cl try -b win_chromium_rel -m tryserver.chromium.win

Once I run this and then check the results
> git cl try-results

I am then greeted with an error/warning state
>Wrong master/builder name:
> linux_blink_rel

I was trying this for my CL https://chromium-review.googlesource.com/c/chromium/src/+/1278623/

If you look at the CL you can see each of the purple error builders has a 'buildbot' badge which links to https://chromium.googlesource.com/infra/infra/+/master/doc/users/services/about_luci.md",5,11/13/2018,11/22/2018,9,Bug,3,3
907384,Update RMA docs in CPFE site and factory / factory_installer repo,"Some instructions for RMA in CPFE site are outdated. It is an issue tracker for updating the docs.

CPFE site: https://www.google.com/chromeos/partner/fe/docs/index.html",10,11/21/2018,3/11/2019,110,Bug,1,2
910292,Previously failed textDecoder.decode call will cause failure of successive calls,"UserAgent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36

Steps to reproduce the problem:
const log = console.log
let string = 'Hello _ world! _'
let textEncoder = new TextEncoder()
let bytes = textEncoder.encode(string)
let textDecoder = new TextDecoder('utf-8', {fatal: true})
try {
// Comment away this line and the code below will work
log(textDecoder.decode(new DataView(bytes.buffer, 0, 19)))
} catch (e) {
log('After this failed the next try will also fail')
}
log(textDecoder.decode(new DataView(bytes.buffer, 0, 20)))

What is the expected behavior?
No errors and text correctly decoded; confirmed to work in latest Firefox.

What went wrong?
Uncaught TypeError: Failed to execute 'decode' on 'TextDecoder': The encoded data was not valid.

Did this work before? N/A 

Chrome version: 70.0.3538.110 Channel: beta
OS Version: Debian unstable (sid) x86_64
Flash Version:",8,11/30/2018,12/18/2018,18,Bug,3,2
911425,chromium_presubmit keeps failing,"https://ci.chromium.org/p/chromium/builders/luci.chromium.try/chromium_presubmit?limit=200

Traceback (most recent call last):
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/run.py"", line 287, in _new_run
recipe_result = recipe_script.run(api, self.properties, self.environ)
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/loader.py"", line 108, in run
self.run_steps, properties, environ, self.PROPERTIES, api=api)
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/loader.py"", line 636, in invoke_with_properties
arg_names, **additional_args)
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/loader.py"", line 599, in _invoke_with_properties
return callable_obj(*props, **additional_args)
File ""/b/swarming/w/ir/kitchen-checkout/build/scripts/slave/recipes/run_presubmit.py"", line 124, in RunSteps
return _RunStepsInternal(api)
File ""/b/swarming/w/ir/kitchen-checkout/build/scripts/slave/recipes/run_presubmit.py"", line 30, in _RunStepsInternal
api.gclient.set_config(repo_name)
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/recipe_api.py"", line 983, in set_config
config, _ = self.make_config_params(config_name, optional, **CONFIG_VARS)
File ""/b/swarming/w/ir/kitchen-checkout/recipe_engine/recipe_engine/recipe_api.py"", line 964, in make_config_params
itm = ctx.CONFIG_ITEMS[config_name] if config_name else None
KeyError: 'chromium'",7,12/4/2018,2/18/2019,76,Bug,3,1
913544,Null-dereference READ in blink::ScriptState::From,"Detailed report: https://clusterfuzz.com/testcase?key=5766507906465792

Job Type: windows_asan_chrome_no_sandbox
Platform Id: windows

Crash Type: Null-dereference READ
Crash Address: 0x000000000000
Crash State:
blink::ScriptState::From
blink::CallbackFunctionBase::CallbackFunctionBase
blink::ConstructTrait<class blink::V8EventHandlerNonNull,0>::Construct<class v8:

Sanitizer: address (ASAN)

Regressed: https://clusterfuzz.com/revisions?job=windows_asan_chrome_no_sandbox&range=603795:603796

Reproducer Testcase: https://clusterfuzz.com/download?testcase_id=5766507906465792

Issue filed automatically.

See https://github.com/google/clusterfuzz-tools for more information.",4,12/11/2018,12/11/2018,0,Bug,2,1
914150,git cl format fails on repos not associated with Gerrit or Rietveld.,"UserAgent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/70.0.3538.110 Chrome/70.0.3538.110 Safari/537.36

Steps to reproduce the problem:
1. In a subdirectory containing a private repository (not managed by Gerrit or Rietveld), run `git cl format`
2. Get an AssertionError similar to:

src/third_party/depot_tools/git_cl.py"", line 1164, in _load_codereview_impl
assert codereview in _CODEREVIEW_IMPLEMENTATIONS

What is the expected behavior?
Code is formatted.

What went wrong?
Commit a185e2e3c83d805d3306a3f1fe9258ae2e75f231 removed the Rietveld code review
implementation, albeit hasn't expunged all references to Rietveld. This leads
to an assertion error when running |git cl format| on a non-Gerrit change.
There appears to have been a recent attempt to articulate this error better in
a185e2e3c83d805d3306a3f1fe9258ae2e75f231, albeit not fix the underlying issue.
This change addresses the immediate issue by defaulting the code review
implementation to Gerrit rather than Reitveld.

Links to Mentioned Commits:

* https://chromium.googlesource.com/chromium/tools/depot_tools.git/+/a185e2e3c83d805d3306a3f1fe9258ae2e75f231%5E%21/
* https://chromium.googlesource.com/chromium/tools/depot_tools.git/+/d87b09662ee8a8b50b2dd36630e9a9c4df562d1c%5E%21/#F0

Did this work before? N/A 

Chrome version: 70.0.3538.110 Channel: n/a
OS Version: 
Flash Version: 

I'll post a CL shortly.",7,12/12/2018,5/9/2019,148,Bug,2,2
914196,Remove buildbot support from kitchen,This is needed to simplify kitchen before re-complexifying it during the build.proto conversion for recipes.,10,12/12/2018,12/13/2018,1,Task,1,3
914928,No-Op src/presubmit.py Change Triggers a Presubmit Error,"Make a no-op change to src/PRESUBMIT.py like the following:
diff --git a/PRESUBMIT.py b/PRESUBMIT.py
index 65b0e438d0a6..d99fdf4cb205 100644
--- a/PRESUBMIT.py
+++ b/PRESUBMIT.py
@@ -8,6 +8,8 @@ See http://dev.chromium.org/developers/how-tos/depottools/presubmit-scripts
for more details about the presubmit API built into depot_tools.
""""""

+#
+





And then run git cl presubmit. It will fail with the following:
** Presubmit ERRORS **
OWNERS check failed: this CL has no Gerrit change number, so we can't check it for approvals.

Issue wasn't uploaded. Please upload first.

D:\src\PRESUBMIT_test.py (3.40s) failed
.........................................................................FFFF.............
======================================================================
FAIL: testNoScreenshots (__main__.TranslationScreenshotsTest)
----------------------------------------------------------------------
Traceback (most recent call last):
File ""D:\src\PRESUBMIT_test.py"", line 2001, in testNoScreenshots
warnings[0].items)
AssertionError: Lists differ: ['test_grd/IDS_TEST1.png.sha1'... != [u'test_grd\\IDS_TEST1.png.sha...

First differing element 0:
test_grd/IDS_TEST1.png.sha1
test_grd\IDS_TEST1.png.sha1

- ['test_grd/IDS_TEST1.png.sha1', 'test_grd/IDS_TEST2.png.sha1']
? ^ ^

+ [u'test_grd\\IDS_TEST1.png.sha1', u'test_grd\\IDS_TEST2.png.sha1']
? + ^^ + ^^


======================================================================
FAIL: testScreenshotsRemovedWithSha1 (__main__.TranslationScreenshotsTest)
----------------------------------------------------------------------
Traceback (most recent call last):
File ""D:\src\PRESUBMIT_test.py"", line 2067, in testScreenshotsRemovedWithSha1
'test_grd/IDS_TEST2.png.sha1'], warnings[0].items)
AssertionError: Lists differ: ['test_grd/IDS_TEST1.png.sha1'... != [u'test_grd\\IDS_TEST1.png.sha...

First differing element 0:
test_grd/IDS_TEST1.png.sha1
test_grd\IDS_TEST1.png.sha1

- ['test_grd/IDS_TEST1.png.sha1', 'test_grd/IDS_TEST2.png.sha1']
? ^ ^

+ [u'test_grd\\IDS_TEST1.png.sha1', u'test_grd\\IDS_TEST2.png.sha1']
? + ^^ + ^^


======================================================================
FAIL: testScreenshotsWithSha1 (__main__.TranslationScreenshotsTest)
----------------------------------------------------------------------
Traceback (most recent call last):
File ""D:\src\PRESUBMIT_test.py"", line 2052, in testScreenshotsWithSha1
self.assertEqual([], warnings)
AssertionError: Lists differ: [] != [You are adding or modifying U...

Second list contains 1 additional elements.
First extra element 0:
You are adding or modifying UI strings.
To ensure the best translations, take screenshots of the relevant UI (https://g.co/chrome/translation) and add these files to your changelist:

- []
+ [You are adding or modifying UI strings.
+ To ensure the best translations, take screenshots of the relevant UI (https://g.co/chrome/translation) and add these files to your changelist:]

======================================================================
FAIL: testUnnecessaryScreenshots (__main__.TranslationScreenshotsTest)
----------------------------------------------------------------------
Traceback (most recent call last):
File ""D:\src\PRESUBMIT_test.py"", line 2025, in testUnnecessaryScreenshots
self.assertEqual(['test_grd/IDS_TEST1.png.sha1'], warnings[1].items)
AssertionError: Lists differ: ['test_grd/IDS_TEST1.png.sha1'... != [u'test_grd\\IDS_TEST1.png.sha...

First differing element 0:
test_grd/IDS_TEST1.png.sha1
test_grd\IDS_TEST1.png.sha1

- ['test_grd/IDS_TEST1.png.sha1']
? ^

+ [u'test_grd\\IDS_TEST1.png.sha1']
? + ^^


----------------------------------------------------------------------
Ran 90 tests in 2.091s

FAILED (failures=4)",5,12/14/2018,12/18/2018,4,Bug,2,2
914984,"Add ability to set ""retries"" value in config file","Add ability to set ""retries"" value in config file and use '3' as a default value.",4,12/14/2018,12/22/2018,8,Feature,7,3
915466,cancelAnimationFrame doesn't behave according to the spec,"UserAgent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36

Steps to reproduce the problem:
Execute this code snippet in the console:

var a = function(){console.log('foo');}, b = null;
requestAnimationFrame(function() { cancelAnimationFrame(b); }); 
b = requestAnimationFrame(function () { a(); });

What is the expected behavior?
'foo' should be logged.

What went wrong?
'foo' is not logged to the console

Did this work before? N/A 

Chrome version: 71.0.3578.98 Channel: stable
OS Version: 10.0
Flash Version: 

Well, to be honest, I do not think chromium has a bug with this API. It works as I would expect. Problem is with firefox, but when I reported problem to them, I was told FF behaves according to the specification (https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html#run-the-animation-frame-callbacks) and every other browser is not. So this ticket is meant to start a discussion and sync understanding of the specification.

Ideal result would be if chromium developers could convince firefox developers that their cancelAnimationFrame doesn't work properly.

Ticket on bugzilla: https://bugzilla.mozilla.org/show_bug.cgi?id=1509466",13,12/16/2018,2/28/2019,74,Bug,2,3
